법령명한글,공포번호
중국ㆍ인도네시아 및 태국산 폴리프로필렌 연신필름에 대한 덤핑방지관세 부과에 관한 규칙,00747
중국ㆍ태국 및 인도네시아산 폴리아미드 필름에 대한 덤핑방지관세 부과에 관한 규칙,00960
중대재해 처벌 등에 관한 법률,17907
중대재해 처벌 등에 관한 법률 시행령,33023
중소기업기본법,19992
중소기업기본법 시행령,34011
중소기업기술 보호 지원에 관한 법률,19019
중소기업기술 보호 지원에 관한 법률 시행령,33913
중소기업 기술혁신 촉진법,19825
중소기업 기술혁신 촉진법 시행령,34514
중소기업 기술혁신 촉진법 시행규칙,00034
중소기업 사업전환 촉진에 관한 특별법,19504
중소기업 사업전환 촉진에 관한 특별법 시행령,33853
중소기업수출지원센터의 설치 및 운영 등에 관한 규정,34468
중소기업 스마트제조혁신 촉진에 관한 법률,19181
중소기업 스마트제조혁신 촉진에 관한 법률 시행령,33602
중소기업 스마트제조혁신 촉진에 관한 법률 시행규칙,00072
중소기업은행법,17112
중소기업은행법 시행령,31380
중소기업은행법제54조제6항시행에관한규정,20653
중소기업은행법제54조제6항시행에관한규정 시행세칙,01712
중소기업 인력지원 특별법,19730
중소기업 인력지원 특별법 시행령,34307
중소기업인력지원 특별법 시행규칙,00001
중소기업제품 구매촉진 및 판로지원에 관한 법률,20345
중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령,34505
중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙,00076
중소기업진흥에 관한 법률,19731
중소기업진흥에 관한 법률 시행령,34468
중소기업진흥에 관한 법률 시행규칙,00045
중소기업창업 지원법,19825
중소기업창업 지원법 시행령,34449
중소기업창업 지원법 시행규칙,00086
중소기업협동조합법,19733
중소기업협동조합법 시행령,34295
중소기업협동조합법 시행규칙,00058
중소벤처기업부 소관 비영리법인의 설립 및 감독에 관한 규칙,00051
중소벤처기업부와 그 소속기관 직제,34240
중소벤처기업부와 그 소속기관 직제 시행규칙,00087
중앙선거관리위원회규칙의공포에관한규칙,00057
중앙선거관리위원회 사무처 행정심판위원회 규칙,00508
중앙선거관리위원회 소관 비영리법인의 설립 및 감독에 관한 규칙,00593
중앙선거관리위원회 위원 수당 등에 관한 규칙,00598
중앙지방협력회의의 구성 및 운영에 관한 법률,18297
중앙지방협력회의의 구성 및 운영에 관한 법률 시행령,33621
중앙행정기관 및 지방자치단체 자체감사기준,00222
중앙행정기관ㆍ지방자치단체 정책협의회 운영 규정,28211
중요 감사 결과 등 보고의 운영에 관한 규칙,00332
중장기전략위원회 규정,31644
중재법,16918
중재산업 진흥에 관한 법률,14471
중재산업 진흥에 관한 법률 시행령,28148
중ㆍ저준위 방사성폐기물 처분시설의 유치지역지원에 관한 특별법,14839
중ㆍ저준위 방사성폐기물 처분시설의 유치지역지원에 관한 특별법 시행령,31931
중ㆍ저준위방사성폐기물 처분시설의 유치지역지원에 관한 특별법 시행규칙,00001
중증장애인생산품 우선구매 특별법,19228
중증장애인생산품 우선구매 특별법 시행령,33913
중증장애인생산품 우선구매 특별법 시행규칙,00726
즉결심판에 관한 절차법,14839
즉결심판절차에서의 불출석심판청구 등에 관한 규칙,02528
즉결심판청구 취소절차에 관한 규칙,02529
증권거래세법,18724
증권거래세법 시행령,33209
증권거래세법 시행규칙,00969
증권관련집단소송규칙,01916
증권관련 집단소송법,11845
증권에 의한 세입납부에 관한 법률,09825
증권에의한세입납부에관한법률시행령,14911
지능정보화 기본법,18298
지능정보화 기본법 시행령,32627
지능정보화 기본법 시행규칙,00098
지능형건축물의 인증에 관한 규칙,00413
지능형 로봇 개발 및 보급 촉진법,19412
지능형 로봇 개발 및 보급 촉진법 시행령,34487
지능형 로봇 개발 및 보급 촉진법 시행규칙,00529
지능형전력망의 구축 및 이용촉진에 관한 법률,18469
지능형전력망의 구축 및 이용촉진에 관한 법률 시행령,33434
지능형전력망의 구축 및 이용촉진에 관한 법률 시행규칙,00138
지능형 해상교통정보서비스의 제공 및 이용 활성화에 관한 법률,18957
지능형 해상교통정보서비스의 제공 및 이용 활성화에 관한 법률 시행령,34488
지능형 해상교통정보서비스의 제공 및 이용 활성화에 관한 법률 시행규칙,00651
지도도식규칙,00882
지뢰 등 특정 재래식무기 사용 및 이전의 규제에 관한 법률,12564
지뢰피해자 지원에 관한 특별법,16359
지뢰피해자 지원에 관한 특별법 시행령,33084
지문을채취할형사피의자의범위에관한규칙,00598
지방공기업법,19634
지방공기업법 시행령,34533
지방공기업법 시행규칙,00274
지방공무원 교육훈련법,18471
지방공무원 교육훈련법 시행령,32177
지방공무원 명예퇴직수당 등 지급 규정,34089
지방공무원법,20377
지방공무원 보수규정,34100
지방공무원 복무규정,34380
지방공무원 수당 등에 관한 규정,34284
지방공무원의 구분 변경에 따른 전직임용 등에 관한 특례규정,32172
지방공무원인사교류규칙,00476
지방공무원 인사기록ㆍ통계 및 인사사무 처리 규칙,00306
지방공무원 임용령,33531
지방공무원 임용후보자 장학규정,32180
지방공무원 적극행정 운영규정,33575
지방공무원 징계규칙,00372
지방공무원 징계 및 소청 규정,33205
지방공무원 특수지근무수당 지급대상지역 및 기관과 그 등급별 구분에 관한 규칙,00274
지방공무원 평정규칙,00407
지방공휴일에 관한 규정,29036
지방교부세법,17893
지방교부세법 시행령,34572
지방교부세법 시행규칙,00446
지방교육자치에 관한 법률,19343
지방교육자치에 관한 법률 시행령,33567
지방교육재정교부금법,19938
지방교육재정교부금법 시행령,34327
지방교육재정교부금법 시행규칙,00312
지방교육행정기관 및 공립의 각급 학교에 두는 국가공무원의 정원에 관한 규정,34237
지방교육행정기관 및 공립의 각급 학교에 두는 국가공무원의 정원에 관한 규정 시행규칙,00261
지방교육행정기관 업무추진비 집행에 관한 규칙,00152
지방교육행정기관에 두는 국가공무원의 정원 중 고위공무원단 직위의 직무등급의 표시 등에 관한 규칙,00151
지방교육행정기관 예산성과금 운영규칙,00256
지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,30601
지방교육행정기관의 행정기구와 정원기준 등에 관한 규정 시행규칙,00151
지방교육행정기관 재정투자사업 심사규칙,00302
지방대학 및 지역균형인재 육성에 관한 법률,19430
지방대학 및 지역균형인재 육성에 관한 법률 시행령,34550
지방문화원진흥법,17417
지방문화원진흥법 시행령,31284
지방별정직공무원 인사규정,32223
지방세기본법,19859
지방세기본법 시행령,34351
지방세기본법 시행규칙,00472
지방세법,19860
지방세법 시행령,34528
지방세법 시행규칙,00485
지방세징수법,19861
지방세징수법 시행령,34352
지방세징수법 시행규칙,00473
지방세특례제한법,19590
지방세특례제한법 시행령,34550
지방세특례제한법 시행규칙,00465
지방소도읍 육성 지원법,19590
지방소도읍 육성 지원법 시행령,34487
지방소방기관 설치에 관한 규정,33309
지방 연구직 및 지도직공무원의 임용 등에 관한 규정,32172
지방의료원의 설립 및 운영에 관한 법률,17893
지방의료원의 설립 및 운영에 관한 법률 시행령,32223
지방의료원의 설립 및 운영에 관한 법률 시행규칙,00340
지방의회의원 행동강령,32662
지방자치단체 교육비특별회계 예산편성 운용에 관한 규칙,00275
지방자치단체 기금관리기본법,19430
지방자치단체 기금관리기본법 시행령,33621
지방자치단체를 당사자로 하는 계약에 관한 법률,19634
지방자치단체를 당사자로 하는 계약에 관한 법률 시행령,34494
지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙,00414
지방자치단체 보조금 관리에 관한 법률,19333
지방자치단체 보조금 관리에 관한 법률 시행령,33778
지방자치단체 보조금 관리에 관한 법률 시행규칙,00438
지방자치단체 선거관리경비규칙,00482
지방자치단체 업무추진비 집행에 관한 규칙,00381
지방자치단체에 대한 행정감사규정,32223
지방자치단체에 두는 고위공무원단 직위의 직무등급 표시에 관한 규칙,00001
지방자치단체에 두는 국가공무원의 정원에 관한 법률,17893
지방자치단체에 두는 국가공무원의 정원에 관한 법률 시행령,34550
지방자치단체에 두는 소방공무원의 정원에 관한 규정,34371
지방자치단체에 두는 소방공무원의 정원에 관한 규정 시행규칙,00411
지방자치단체 예산성과금 운영규칙,00001
지방자치단체 예산편성 운용에 관한 규칙,00001
지방자치단체의 개방형직위 및 공모직위의 운영 등에 관한 규정,32172
지방자치단체의 교육경비 보조에 관한 규정,33898
지방자치단체의 행정기구와 정원기준 등에 관한 규정,34370
지방자치단체의 행정기구와 정원기준 등에 관한 규정 시행규칙,00001
지방자치단체 전자인사관리시스템 구축ㆍ운영 등에 관한 규정,32172
지방자치단체출연 연구원의 설립 및 운영에 관한 법률,18850
지방자치단체출연 연구원의 설립 및 운영에 관한 법률 시행령,32959
지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률,17389
지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률 시행령,34178
지방자치단체 회계기준에 관한 규칙,00274
지방자치법,19951
지방자치법 시행령,34488
지방자치법 시행령 제120조에 따른 특례를 둘 수 있는 시ㆍ군ㆍ구의 지정에 필요한 서식에 관한 규칙,00316
지방자치법 제156조제1항 단서에 따른 전국적 통일이 필요한 수수료의 징수기준에 관한 규정,33225
지방자치분권 및 지역균형발전에 관한 특별법,19514
지방자치분권 및 지역균형발전에 관한 특별법 시행령,34140
지방재정법,19591
지방재정법 시행령,34110
지방재정법 시행령 제33조제1항 본문에 따른 지방자치단체 경비부담의 기준 등에 관한 규칙,00356
지방재정업무 처리를 위한 정보시스템의 관리ㆍ운영에 관한 규칙,00375
지방재정투자사업 심사규칙,00464
지방전문경력관 규정,33533
지방행정동우회법,17168
지방행정제재ㆍ부과금의 징수 등에 관한 법률,18658
지방행정제재ㆍ부과금의 징수 등에 관한 법률 시행령,33328
지방행정제재ㆍ부과금의 징수 등에 관한 법률 시행규칙,00461
지방회계법,19634
지방회계법 시행령,34408
지속가능 교통물류 발전법,18563
지속가능 교통물류 발전법 시행령,31176
지속가능 교통물류 발전법 시행규칙,00882
지속가능발전 기본법,18708
지속가능발전 기본법 시행령,34488
지속가능한 기반시설 관리 기본법,18564
지속가능한 기반시설 관리 기본법 시행령,33034
지속가능한 기반시설 관리 기본법 시행규칙,01165
지식재산 기본법,18873
지식재산 기본법 시행령,34505
지역 개발 및 지원에 관한 법률,19590
지역 개발 및 지원에 관한 법률 시행령,34487
지역 개발 및 지원에 관한 법률 시행규칙,00167
지역농림어업 발전사업 협력 촉진에 관한 법률,19120
지역농림어업 발전사업 협력 촉진에 관한 법률 시행령,33990
지역농림어업 발전사업 협력 촉진에 관한 법률 시행규칙,00626
지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률,17799
지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률 시행령,27221
지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률 시행규칙,00467
지역문화진흥법,18780
지역문화진흥법 시행령,34312
지역문화진흥법 시행규칙,00371
지역방송발전지원 특별법,17347
지역방송발전지원 특별법 시행령,25815
지역보건법,19465
지역보건법 시행령,33754
지역보건법 시행규칙,00985
지역사랑상품권 이용 활성화에 관한 법률,19032
지역사랑상품권 이용 활성화에 관한 법률 시행령,33450
지역사랑상품권 이용 활성화에 관한 법률 시행규칙,00190
지역사회자력개발상규정,00274
지역 산업위기 대응 및 지역경제 회복을 위한 특별법,19430
지역 산업위기 대응 및 지역경제 회복을 위한 특별법 시행령,32455
지역상권 상생 및 활성화에 관한 법률,18357
지역상권 상생 및 활성화에 관한 법률 시행령,32613
지역상권 상생 및 활성화에 관한 법률 시행규칙,00066
지역신문발전지원 특별법,19592
지역신문발전지원 특별법 시행령,33251
지역신용보증재단법,18358
지역신용보증재단법 시행령,34583
지역중소기업 육성 및 혁신촉진 등에 관한 법률,19184
지역중소기업 육성 및 혁신촉진 등에 관한 법률 시행령,33621
지역특화작목 연구개발 및 육성에 관한 법률,16201
지역특화작목 연구개발 및 육성에 관한 법률 시행령,32503
지역특화작목 연구개발 및 육성에 관한 법률 시행규칙,00380
지적재조사에 관한 특별법,17893
지적재조사에 관한 특별법 시행령,34305
지적재조사에 관한 특별법 시행규칙,01119
지적측량 시행규칙,00198
지정공증인의 사무처리 등에 관한 규칙,01022
지정재판부의 구성과 운영에 관한 규칙,00413
지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률,17849
지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률 시행령,31850
지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률 시행규칙,00952
지진ㆍ화산재해대책법,18284
지진ㆍ화산재해대책법 시행령,33886
지진ㆍ화산재해대책법 시행규칙,00183
지하공공보도시설의 결정ㆍ구조 및 설치기준에 관한 규칙,01186
지하수법,19170
지하수법 시행령,32977
지하수법 시행규칙,01047
지하안전관리에 관한 특별법,18350
지하안전관리에 관한 특별법 시행령,34094
지하안전관리에 관한 특별법 시행규칙,01267
직능인 경제활동 지원에 관한 법률,14839
직능인 경제활동 지원에 관한 법률 시행령,28211
직무대리규정,33155
직무분석규정,28211
직업교육훈련 촉진법,19344
직업교육훈련 촉진법 시행령,33382
직업안정법,18425
직업안정법 시행령,33131
직업안정법 시행규칙,00416
진단용 방사선 발생장치의 안전관리에 관한 규칙,00924
진로교육법,18298
진로교육법 시행령,32627
진로교육법 시행규칙,00313
진술조력인의 선정 등에 관한 규칙,01074
진실ㆍ화해를 위한 과거사정리 기본법,19271
진실ㆍ화해를 위한 과거사정리 기본법 시행령,33382
진실ㆍ화해를 위한 과거사정리 기본법에 의한 가족관계등록사무처리규칙,02928
진폐의 예방과 진폐근로자의 보호 등에 관한 법률,19613
진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행령,32780
진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙,00383
질병관리청과 그 소속기관 직제,34508
질병관리청과 그 소속기관 직제 시행규칙,01013
질병관리청 시험의뢰규칙,00749
질서위반행위규제법,17758
질서위반행위규제법 시행령,31412
집단에너지사업법,19440
집단에너지사업법 시행령,32274
집단에너지사업법 시행규칙,00533
집합건물의 소유 및 관리에 관한 법률,19282
집합건물의 소유 및 관리에 관한 법률 시행령,33737
집행관규칙,03019
집행관법,17508
집행관수수료규칙,02497
집회 및 시위에 관한 법률,17689
집회 및 시위에 관한 법률 시행령,34550
집회 및 시위에 관한 법률 시행규칙,00224
징발법,12565
징발법 시행령,33642
징발법 시행규칙,00891
징발재산 정리에 관한 특별조치법,16035
징발재산정리에관한특별조치법시행령,33642
차관에의한외자구매및그절차규정,00063
차관회의 규정,28211
차산업 발전 및 차문화 진흥에 관한 법률,19642
차산업 발전 및 차문화 진흥에 관한 법률 시행령,32447
차산업 발전 및 차문화 진흥에 관한 법률 시행규칙,00637
차세대전자소송 추진단 설치 및 운영에 관한 규칙,02874
참전유공자 예우 및 단체설립에 관한 법률,19526
참전유공자 예우 및 단체설립에 관한 법률 시행령,34131
참전유공자 예우 및 단체설립에 관한 법률 시행규칙,00013
채권의 공정한 추심에 관한 법률,16957
채권의 공정한 추심에 관한 법률 시행령,25763
채무자 회생 및 파산에 관한 규칙,03149
채무자 회생 및 파산에 관한 법률,20264
채무자 회생 및 파산에 관한 법률 시행령,34559
채용절차의 공정화에 관한 법률,17326
채용절차의 공정화에 관한 법률 시행령,29963
채용절차의 공정화에 관한 법률 시행규칙,00119
책임운영기관의 설치ㆍ운영에 관한 법률,14839
책임운영기관의 설치ㆍ운영에 관한 법률 시행령,34505
천문법,20144
천문법 시행령,34369
천연물신약 연구개발 촉진법,16263
천연물신약 연구개발 촉진법 시행령,25124
철도건설규칙,01280
철도경찰직공무원 임용시험의 체력검사에 관한 규칙,00045
철도물류산업의 육성 및 지원에 관한 법률,17460
철도물류산업의 육성 및 지원에 관한 법률 시행령,32352
철도물류산업의 육성 및 지원에 관한 법률 시행규칙,00363
철도사업법,19391
철도사업법 시행령,33795
철도사업법 시행규칙,01261
철도산업발전기본법,18693
철도산업발전기본법시행령,32759
철도산업발전기본법시행규칙,00758
철도시설관리권등록령,31380
철도시설관리권 등록령 시행규칙,00419
철도안전법,19392
철도안전법 시행령,34404
철도안전법 시행규칙,01285
철도의 건설 및 철도시설 유지관리에 관한 법률,19987
철도의 건설 및 철도시설 유지관리에 관한 법률 시행령,34487
철도의 건설 및 철도시설 유지관리에 관한 법률 시행규칙,00882
철도차량운전규칙,00907
첨단바이오의약품 안전 및 지원에 관한 규칙,01909
첨단의료복합단지 육성에 관한 특별법,20224
첨단의료복합단지 육성에 관한 특별법 시행령,31951
첨단의료복합단지 육성에 관한 특별법 시행규칙,01011
첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률,20331
첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률 시행령,33913
첨단재생의료 안전 및 지원에 관한 규칙,00746
청년고용촉진 특별법,19940
청년고용촉진 특별법 시행령,32447
청년기본법,19253
청년기본법 시행령,33720
청소년 기본법,20420
청소년 기본법 시행령,30375
청소년 기본법 시행규칙,00201
청소년 보호법,20423
청소년 보호법 시행령,34373
청소년 보호법 시행규칙,00152
청소년복지 지원법,19761
청소년복지 지원법 시행령,34417
청소년복지 지원법 시행규칙,00197
청소년활동 진흥법,20423
청소년활동 진흥법 시행령,34442
청소년활동 진흥법 시행규칙,00191
청원경찰법,19033
청원경찰법 시행령,34432
청원경찰법 시행규칙,00357
청원법,17701
청원법 시행령,32234
청원법 시행규칙,00294
청원법의 시행에 관한 중앙선거관리위원회 규칙,00544
청원산림보호직원 배치에 관한 법률,11690
청원산림보호직원 배치에 관한 법률 시행령,29950
청원산림보호직원 배치에 관한 법률 시행규칙,00486
체신관서의국채ㆍ공채매도등에관한규칙,00086
체신관서 현금출납 규정,31380
체외진단의료기기법,19695
체외진단의료기기법 시행령,33913
체외진단의료기기법 시행규칙,01954
체육시설의 설치ㆍ이용에 관한 법률,19598
체육시설의 설치ㆍ이용에 관한 법률 시행령,34575
체육시설의 설치ㆍ이용에 관한 법률 시행규칙,00552
체육인 복지법,19602
체육인 복지법 시행령,32863
체육인 복지법 시행규칙,00487
초고층 및 지하연계 복합건축물 재난관리에 관한 특별법,18523
초고층 및 지하연계 복합건축물 재난관리에 관한 특별법 시행령,33004
초고층 및 지하연계 복합건축물 재난관리에 관한 특별법 시행규칙,00361
초ㆍ중등교육법,19740
초ㆍ중등교육법 시행령,34492
초ㆍ중등교육법 시행규칙,00323
초지법,19571
초지법 시행령,33991
초지법 시행규칙,00622
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률,17689
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 시행령,34488
총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 시행규칙,00466
최빈개발도상국에 대한 특혜관세 공여 규정,34281
최저임금법,17326
최저임금법 시행령,29469
최저임금법 시행규칙,00240
축사의 부동산등기에 관한 특례규칙,02266
축사의 부동산등기에 관한 특례법,16446
축산계열화사업에 관한 법률,17799
축산계열화사업에 관한 법률 시행령,33913
축산계열화사업에 관한 법률 시행규칙,00495
축산물 위생관리법,18445
축산물 위생관리법 시행령,33913
축산물 위생관리법 시행규칙,01934
축산법,18445
축산법 시행령,33913
축산법 시행규칙,00617
축산자조금의 조성 및 운용에 관한 법률,16990
축산자조금의 조성 및 운용에 관한 법률 시행령,30509
축산자조금의 조성 및 운용에 관한 법률 시행규칙,00632
출국대기실 운영 규칙,01038
출입국관리공무원 복제규칙,01009
출입국관리법,19435
출입국관리법 시행령,33918
출입국관리법 시행규칙,01063
출판문화산업 진흥법,19599
출판문화산업 진흥법 시행령,33023
출판문화산업 진흥법 시행규칙,00397
충청북도 진천군과 음성군의 관할구역 변경에 관한 규정,25534
충청북도 청주시 설치 및 지원특례에 관한 법률,17893
취업 후 학자금 상환 특별법,19097
취업 후 학자금 상환 특별법 시행령,33377
취업 후 학자금 상환 특별법 시행규칙,00273
치과의사전문의의 수련 및 자격 인정 등에 관한 규정,29749
치과의사전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙,00930
치료감호 등에 관한 법률,18678
치료감호 등에 관한 법률 시행령,31595
치료감호 등에 관한 법률 시행규칙,01078
치매관리법,19306
치매관리법 시행령,33756
치매관리법 시행규칙,00924
치안분야 과학기술 진흥에 관한 규정,32063
치유농업 연구개발 및 육성에 관한 법률,19884
치유농업 연구개발 및 육성에 관한 법률 시행령,33004
치유농업 연구개발 및 육성에 관한 법률 시행규칙,00523
친수구역 활용에 관한 특별법,20172
친수구역 활용에 관한 특별법 시행령,34487
친수구역 활용에 관한 특별법 시행규칙,00958
친일반민족행위자 재산의 국가귀속에 관한 특별법,10646
친일반민족행위자 재산의 국가귀속에 관한 특별법 시행령,33382
친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률,18445
친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행령,33913
콘텐츠산업 진흥법,19592
콘텐츠산업 진흥법 시행령,31836
콘텐츠산업 진흥법 시행규칙,00307
크루즈산업의 육성 및 지원에 관한 법률,16571
크루즈산업의 육성 및 지원에 관한 법률 시행령,28079
클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률,18738
클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률 시행령,33220
클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률 시행규칙,00105
탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률,19438
탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률 시행령,31546
탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률 시행규칙,00225
탄소흡수원 유지 및 증진에 관한 법률,19806
탄소흡수원 유지 및 증진에 관한 법률 시행령,34438
탄소흡수원 유지 및 증진에 관한 법률 시행규칙,00341
탐색구조본부의 구성 및 운영 규칙,00765
태권도 진흥 및 태권도공원 조성 등에 관한 법률,19839
태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행령,33004
태권도 진흥 및 태권도공원 조성 등에 관한 법률 시행규칙,00415
택시운송사업의 발전에 관한 법률,18351
택시운송사업의 발전에 관한 법률 시행령,33858
택시운송사업의 발전에 관한 법률 시행규칙,01132
택지개발촉진법,19117
택지개발촉진법 시행령,33893
택지개발촉진법 시행규칙,00882
토양환경보전법,19090
토양환경보전법 시행령,33858
토양환경보전법 시행규칙,01032
토지개발 등기규칙,02815
토지이용규제 기본법,19590
토지이용규제 기본법 시행령,34505
토지이용규제 기본법 시행규칙,01118
토지이용 인ㆍ허가 절차 간소화를 위한 특별법,18090
토지이용 인ㆍ허가 절차 간소화를 위한 특별법 시행령,31751
토지이용 인ㆍ허가 절차 간소화를 위한 특별법 시행규칙,00279
통계법,20408
통계법 시행령,34085
통계법 시행규칙,00811
통계청과 그 소속기관 직제,34341
통계청과 그 소속기관 직제 시행규칙,01061
통상조약 국내대책위원회 규정,32589
통상조약의 체결절차 및 이행에 관한 법률,14840
통상조약의 체결절차 및 이행에 관한 법률 시행령,26703
통신비밀보호법,19103
통신비밀보호법 시행령,33987
통신제한조치허가 등 규칙,02949
통일교육 지원법,19998
통일교육 지원법 시행령,32627
통일부 소관 비영리법인의 설립 및 감독에 관한 규칙,00083
통일부와 그 소속기관 직제,34066
통일부와 그 소속기관 직제 시행규칙,00130
통일ㆍ북한 연구비 지급 규정,31559
통합방위법,20026
통합방위법 시행령,32977
퇴직교원 평생교육활동 지원법,11212
특별감찰관법,12422
특별감찰관법 시행령,25383
특별감찰관 직제,25386
특별검사의 임명 등에 관한 법률,18861
특별검사의 임명 등에 관한 법률 시행령,25382
특별검사후보추천위원회의 구성 및 운영 등에 관한 규칙,00186
특별사법경찰관리에 대한 검사의 수사지휘 및 특별사법경찰관리의 수사준칙에 관한 규칙,01000
특별정려금 지급에 관한 규칙,00280
특수외국어 교육 진흥에 관한 법률,15963
특수외국어 교육 진흥에 관한 법률 시행령,29766
특수의료장비의 설치 및 운영에 관한 규칙,00817
특수임무수행자 보상에 관한 법률,16360
특수임무수행자 보상에 관한 법률 시행령,33382
특수임무유공자 예우 및 단체설립에 관한 법률,19228
특수임무유공자 예우 및 단체설립에 관한 법률 시행령,33628
특수임무유공자 예우 및 단체설립에 관한 법률 시행규칙,00014
특수학교시설ㆍ설비기준령,29950
특수화물 선박운송 규칙,00638
특정강력범죄의 처벌에 관한 특례법,19743
특정경제범죄 가중처벌 등에 관한 법률,15256
특정경제범죄 가중처벌 등에 관한 법률 시행령,34550
특정국가와의 관세협상에 따른 국제협력관세의 적용에 관한 규정,32280
특정 금융거래정보의 보고 및 이용 등에 관한 법률,18662
특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령,34363
특정물품등의조달에관한국가를당사자로하는계약에관한법률시행령특례규정,24441
특정물품등의조달에관한국가를당사자로하는계약에관한법률시행특례규칙,00360
특정범죄 가중처벌 등에 관한 법률,19573
특정범죄 가중처벌 등에 관한 법률 시행령,31961
특정범죄신고자 등 보호법,14413
특정범죄신고자등보호법시행령,31349
특정범죄신고자 등 보호법 시행규칙,00891
특정연구기관 육성법,14839
특정연구기관 육성법 시행령,34468
특정조달을 위한 국가를 당사자로 하는 계약에 관한 법률 시행령 특례규정,34505
특정조달을 위한 국가를 당사자로 하는 계약에 관한 법률 시행 특례규칙,00492
특정중대범죄 피의자 등 신상정보 공개에 관한 법률,19743
특정중대범죄 피의자 등 신상정보 공개에 관한 법률 시행령,34158
특허권 등의 등록령,29449
특허권 등의 등록령 시행규칙,00460
특허권의 수용ㆍ실시 등에 관한 규정,23488
특허료 등의 징수규칙,00556
특허법,19714
특허법 시행령,33997
특허법 시행규칙,00548
특허법ㆍ실용신안법ㆍ의장법ㆍ상표법의시행에관한규칙,01785
특허심판원 국선대리인의 선임 및 운영에 관한 규칙,00436
특허청과 그 소속기관 직제,34563
특허청과 그 소속기관 직제 시행규칙,00559
파견근로자 보호 등에 관한 법률,17605
파견근로자 보호 등에 관한 법률 시행령,30256
파견근로자 보호 등에 관한 법률 시행규칙,00416
파독 광부ㆍ간호사ㆍ간호조무사에 대한 지원 및 기념사업에 관한 법률,17436
파독 광부ㆍ간호사ㆍ간호조무사에 대한 지원 및 기념사업에 관한 법률 시행령,31694
판례심사위원회 규칙,02507
판사가 아닌 재판연구관에 관한 규칙,03025
판사 근무성적 등 평정 규칙,03024
판사회의의 설치 및 운영에 관한 규칙,02946
평가인정 학습과정 운영에 관한 규정,33219
평생교육법,19588
평생교육법 시행령,34406
평생교육법 시행규칙,00329
평창 동계올림픽 및 동계패럴림픽 기장령,29941
평화경제특별구역의 지정 및 운영에 관한 법률,19432
평화경제특별구역의 지정 및 운영에 관한 법률 시행령,33916
폐광지역 개발 지원에 관한 특별법,19122
폐광지역 개발 지원에 관한 특별법 시행령,34488
폐교재산의 활용촉진을 위한 특별법,16607
폐교재산의 활용촉진을 위한 특별법 시행령,33858
폐기물관리법,20172
폐기물관리법 시행령,33886
폐기물관리법 시행규칙,01098
폐기물의 국가 간 이동 및 그 처리에 관한 법률,17984
폐기물의 국가 간 이동 및 그 처리에 관한 법률 시행령,32926
폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률,19722
폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,34292
폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행규칙,01081
포항지진의 진상조사 및 피해구제 등을 위한 특별법,17923
포항지진의 진상조사 및 피해구제 등을 위한 특별법 시행령,31828
포획심판령,00012
포획심판소및고등포획심판소개설에관한건,00707
폭력행위 등 처벌에 관한 법률,13718
표시ㆍ광고의 공정화에 관한 법률,19226
표시ㆍ광고의 공정화에 관한 법률 시행령,34096
표준설계도서등의운영에관한규칙,00094
표준시에 관한 법률,10640
풍납토성 보존 및 관리에 관한 특별법,20309
풍납토성 보존 및 관리에 관한 특별법 시행령,34505
풍속영업의 규제에 관한 법률,17689
풍속영업의 규제에 관한 법률 시행령,30509
풍수해ㆍ지진재해보험법,20275
풍수해ㆍ지진재해보험법 시행령,34431
